review_id	module	entity_id	current_state	candidate_state	candidate_action	evidence_summary	confidence	manual_decision	manual_value	manual_notes	reviewer	review_date
HBREV-0031	Direction	ICDHx	DRAFT_BOUNDS	REVIEW_DIRECTION_EVIDENCE	DIRECTION_REVIEW	INTERNAL_DIRECTION_DISAGREEMENT; CONFLICT	MIXED					
HBREV-0032	Direction	SHSL2r	DRAFT_BOUNDS	REVIEW_DIRECTION_EVIDENCE	DIRECTION_REVIEW	INTERNAL_DIRECTION_DISAGREEMENT; CONFLICT	MIXED					
HBREV-0033	Direction	ACOAD1f	DRAFT_BOUNDS	REVIEW_DIRECTION_EVIDENCE	DIRECTION_REVIEW	INTERNAL_DIRECTION_DISAGREEMENT; CONFLICT	MIXED					
HBREV-0020	Transport_Exchange	CYTBDpp;CYTBO3_4pp	gene=EHJ91884_1 and EHJ91885_1; mechanism=ION_COUPLED_OR_PASSIVE;gene=EHJ93314_1 and [UNRESOLVED:Csal_0955] and EHJ93312_1 and EHJ93311_1 and EHJ93310_1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=q8h2; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED;substrate=q8h2; specificity=FAMILY_LEVEL_ONLY; direction_review=NO; phenotype=NOT_TESTED	MIXED					
HBREV-0021	Transport_Exchange	SALCHS4FEabcpp	gene=EHJ92678.1 or EHJ92703.1; mechanism=ATP_COUPLED	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=salchs4fe; specificity=FAMILY_LEVEL_ONLY; direction_review=NO; phenotype=NOT_TESTED	MIXED					
HBREV-0022	Transport_Exchange	ATPS4rpp;D_LACt2;GLCDpp;NADHNQR;PIt2r;THD2pp	gene=EHJ94287_1 and EHJ94286_1 and EHJ94285_1 and EHJ94284_1 and EHJ94283_1 and EHJ94282_1 and EHJ94281_1 and EHJ94280_1; mechanism=ATP_COUPLED;gene=EHJ92879.1; mechanism=ION_COUPLED_OR_PASSIVE;gene=EHJ92709.1 or EHJ93458.1; mechanism=ION_COUPLED_OR_PASSIVE;...(+3)	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED;substrate=lac__D; specificity=STEREOSPECIFICITY_UNRESOLVED; direction_review=YES; phenotype=NOT_TESTED;substrate=glc__D;q8; specificity=STEREOSPECIFICITY_UNRESOLVED; direction_review=NO; phenotype=NOT_TESTED;substrate=na1;q8; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED;...(+2)	MIXED					
HBREV-0034	Transport_Exchange	EX_acgam1p_e;EX_apc_e;EX_arab__L_e;EX_cd2_e;EX_cm_e;EX_cro4_e;EX_doxrbcn_e;EX_fusa_e;EX_g1p_e;EX_hg2_e;EX_lcts_e;EX_m_xyl_e;EX_melib_e;EX_n2o_e;EX_novbcn_e;EX_oxa_e;EX_p_xyl_e;EX_pac_e;EX_quin_e;EX_rmn_e;EX_tartr__D_e;EX_tartr__L_e;EX_tol_e;EX_ttrcyc_e;EX_ump_e	PRESENT_BLOCKED;PRESENT_BLOCKED;PRESENT_BLOCKED;...(+22)	PROPOSE_REMOVE	TRANSPORT_REVIEW	Blocked and lacks internal/gene/reference/pathway support;Blocked and lacks internal/gene/reference/pathway support;Blocked and lacks internal/gene/reference/pathway support;Blocked and lacks internal/gene/reference/pathway support;...(+21)	LOW					
HBREV-0058	Transport_Exchange	NAt3_1	gene=EHJ91246.1 or EHJ92409.1 or EHJ92410.1 or EHJ92411.1 or EHJ92412.1 or EHJ92413.1 or EHJ92414.1 or EHJ93970.1 or EHJ94705.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=na1; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	MIXED					
HBREV-0059	Transport_Exchange	GLUt2rpp	gene=EHJ94382.1 or EHJ94383.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=glu__L; specificity=STEREOSPECIFICITY_UNRESOLVED; direction_review=YES; phenotype=NOT_TESTED	MIXED					
HBREV-0060	Transport_Exchange	GLYBt2r	gene=EHJ92968.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=glyb; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	MIXED					
HBREV-0061	Transport_Exchange	BUTt2rpp	gene=EHJ92902.1 or EHJ92981.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=but; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	MIXED					
HBREV-0062	Transport_Exchange	LYSt3r	gene=EHJ91510.1 or EHJ92053.1 or EHJ93410.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=lys__L; specificity=STEREOSPECIFICITY_UNRESOLVED; direction_review=YES; phenotype=NOT_TESTED	MIXED					
HBREV-0063	Transport_Exchange	ACt2rpp	gene=EHJ92902.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=ac; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	MIXED					
HBREV-0064	Transport_Exchange	ARGt2r	gene=EHJ94710.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=arg__L; specificity=STEREOSPECIFICITY_UNRESOLVED; direction_review=YES; phenotype=NOT_TESTED	MIXED					
HBREV-0065	Transport_Exchange	GALURt2rpp	gene=EHJ92856.1 or EHJ93393.1 or EHJ93395.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=galur; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	MIXED					
HBREV-0066	Transport_Exchange	CLt3_2pp	gene=EHJ94268_1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=cl; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	MIXED					
HBREV-0067	Transport_Exchange	MALt3r	gene=EHJ92708.1 or EHJ93386.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=mal__L; specificity=STEREOSPECIFICITY_UNRESOLVED; direction_review=YES; phenotype=NOT_TESTED	MIXED					
HBREV-0068	Transport_Exchange	ACACt2pp	gene=EHJ92981.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=acac; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	MIXED					
HBREV-0069	Transport_Exchange	CYTBD2pp	gene=EHJ91884_1 and EHJ91885_1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=mql8; specificity=CHAIN_LENGTH_UNRESOLVED; direction_review=YES; phenotype=NOT_TESTED	MIXED					
HBREV-0070	Transport_Exchange	HEXt2rpp	gene=EHJ92981_1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=hxa; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	MIXED					
HBREV-0071	Transport_Exchange	ALLTNt2r	gene=EHJ92868.1 or EHJ92869.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=alltn; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	MIXED					
HBREV-0072	Transport_Exchange	PTRCabcpp	gene=EHJ92256.1 or EHJ92365.1 or EHJ92366.1 or EHJ92367.1 or EHJ92368.1 or EHJ93000.1 or EHJ94819.1 or EHJ94855.1 or EHJ94858.1; mechanism=ATP_COUPLED	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=ptrc; specificity=STEREOSPECIFICITY_UNRESOLVED; direction_review=NO; phenotype=NOT_TESTED	MIXED					
HBREV-0073	Transport_Exchange	GLCURt2rpp	gene=EHJ92856.1 or EHJ93393.1 or EHJ93395.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=glcur; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	MIXED					
HBREV-0074	Transport_Exchange	NO3R1pp;NO3R2pp	gene=EHJ93371_1 or ([UNRESOLVED:Csal_1330] and [UNRESOLVED:Csal_1331] and EHJ91680_1 and [UNRESOLVED:Csal_1333]); mechanism=ION_COUPLED_OR_PASSIVE;gene=EHJ93371_1 or ([UNRESOLVED:Csal_1330] and [UNRESOLVED:Csal_1331] and EHJ91680_1 and [UNRESOLVED:Csal_1333]); mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=no3;q8h2; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED;substrate=mql8;no3; specificity=CHAIN_LENGTH_UNRESOLVED; direction_review=YES; phenotype=NOT_TESTED	MIXED					
HBREV-0075	Transport_Exchange	PYRt2rpp	gene=EHJ92902.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=pyr; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	MIXED					
HBREV-0076	Transport_Exchange	NO3R2	gene=EHJ93371.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=mql8;no3; specificity=CHAIN_LENGTH_UNRESOLVED; direction_review=YES; phenotype=NOT_TESTED	MIXED					
HBREV-0077	Transport_Exchange	Kt3r	gene=EHJ91246.1 or EHJ92409.1 or EHJ92411.1 or EHJ92412.1 or EHJ92413.1 or EHJ92414.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=k; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	MIXED					
HBREV-0078	Transport_Exchange	PTRCabc	gene=EHJ92256.1 or EHJ92367.1 or EHJ93000.1 or EHJ94819.1 or EHJ94858.1; mechanism=ATP_COUPLED	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=ptrc; specificity=STEREOSPECIFICITY_UNRESOLVED; direction_review=NO; phenotype=NOT_TESTED	MIXED					
HBREV-0079	Transport_Exchange	ADEt2rpp	gene=EHJ91926.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=ade; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	MIXED					
HBREV-0080	Transport_Exchange	INDOLEt2pp	gene=EHJ93204_1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=indole; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	MIXED					
HBREV-0081	Transport_Exchange	ZNabc	gene=EHJ91577.1 or EHJ92218.1 or EHJ93920.1; mechanism=ATP_COUPLED	REVIEW_TRANSPORT_ASSIGNMENT	TRANSPORT_REVIEW	substrate=zn2; specificity=FAMILY_LEVEL_ONLY; direction_review=NO; phenotype=NOT_TESTED	MIXED					
