review_id	group_id	category	object_type	object_id	current_state	proposed_state	recommended_action	confidence	evidence_summary	evidence_sources	reason	protected_status	dependency	predicted_impact	review_priority	mandatory	human_decision	human_value	human_note	apply_to_group	member_count	source_detail_file
HBREV-0043	REAC-5227647E71	REACTION	REACTION_GROUP	ALLTN	PRESENT	REVIEW_RETENTION_OR_CHEMISTRY	REVIEW_REACTION	MIXED	HARD_CONFLICT; HARD_CONFLICT; blocked=NOT_BLOCKED	REACTION_PROPOSALS.tsv	Hard chemistry/evidence conflict or protected reaction integrity issue.	NOT_PROTECTED	GPR; direction; transport; phenotype; QC	No patch applied; final impact must be recomputed from immutable parent	P1	YES					1	REACTION_PROPOSALS.tsv
HBREV-0044	REAC-5338755F5D	REACTION	REACTION_GROUP	ACTD	PRESENT	REVIEW_RETENTION_OR_CHEMISTRY	REVIEW_REACTION	MIXED	HARD_CONFLICT; HARD_CONFLICT; blocked=NOT_BLOCKED	REACTION_PROPOSALS.tsv	Hard chemistry/evidence conflict or protected reaction integrity issue.	NOT_PROTECTED	GPR; direction; transport; phenotype; QC	No patch applied; final impact must be recomputed from immutable parent	P1	YES					1	REACTION_PROPOSALS.tsv
HBREV-0045	REAC-572CAB9F18	REACTION	REACTION_GROUP	DHDPRx_r;DHDPRy	PRESENT;PRESENT	REVIEW_RETENTION_OR_CHEMISTRY	REVIEW_REACTION	MIXED	HARD_CONFLICT; HARD_CONFLICT; blocked=NOT_BLOCKED;HARD_CONFLICT; HARD_CONFLICT; blocked=NOT_BLOCKED	REACTION_PROPOSALS.tsv	Hard chemistry/evidence conflict or protected reaction integrity issue.	NOT_PROTECTED	GPR; direction; transport; phenotype; QC	No patch applied; final impact must be recomputed from immutable parent	P1	YES					2	REACTION_PROPOSALS.tsv
HBREV-0046	REAC-64ACD6FA6E	REACTION	REACTION_GROUP	HACD1i	PRESENT	REVIEW_RETENTION_OR_CHEMISTRY	REVIEW_REACTION	MIXED	HARD_CONFLICT; HARD_CONFLICT; blocked=NOT_BLOCKED	REACTION_PROPOSALS.tsv	Hard chemistry/evidence conflict or protected reaction integrity issue.	NOT_PROTECTED	GPR; direction; transport; phenotype; QC	No patch applied; final impact must be recomputed from immutable parent	P1	YES					1	REACTION_PROPOSALS.tsv
HBREV-0047	REAC-83944039C2	REACTION	REACTION_GROUP	GLYCLTDy	PRESENT	REVIEW_RETENTION_OR_CHEMISTRY	REVIEW_REACTION	MIXED	HARD_CONFLICT; HARD_CONFLICT; blocked=NOT_BLOCKED	REACTION_PROPOSALS.tsv	Hard chemistry/evidence conflict or protected reaction integrity issue.	NOT_PROTECTED	GPR; direction; transport; phenotype; QC	No patch applied; final impact must be recomputed from immutable parent	P1	YES					1	REACTION_PROPOSALS.tsv
HBREV-0048	REAC-8E466D918D	REACTION	REACTION_GROUP	HACD1;HACD8	PRESENT;PRESENT	REVIEW_RETENTION_OR_CHEMISTRY	REVIEW_REACTION	MIXED	HARD_CONFLICT; HARD_CONFLICT; blocked=NOT_BLOCKED;HARD_CONFLICT; HARD_CONFLICT; blocked=NOT_BLOCKED	REACTION_PROPOSALS.tsv	Hard chemistry/evidence conflict or protected reaction integrity issue.	NOT_PROTECTED	GPR; direction; transport; phenotype; QC	No patch applied; final impact must be recomputed from immutable parent	P1	YES					2	REACTION_PROPOSALS.tsv
HBREV-0049	REAC-924FD447AE	REACTION	REACTION_GROUP	CYSDDS	PRESENT	REVIEW_RETENTION_OR_CHEMISTRY	REVIEW_REACTION	MIXED	HARD_CONFLICT; HARD_CONFLICT; blocked=NOT_BLOCKED	REACTION_PROPOSALS.tsv	Hard chemistry/evidence conflict or protected reaction integrity issue.	NOT_PROTECTED	GPR; direction; transport; phenotype; QC	No patch applied; final impact must be recomputed from immutable parent	P1	YES					1	REACTION_PROPOSALS.tsv
HBREV-0050	REAC-9499CD1ABA	REACTION	REACTION_GROUP	G1PP	PRESENT	REVIEW_RETENTION_OR_CHEMISTRY	REVIEW_REACTION	MIXED	HARD_CONFLICT; HARD_CONFLICT; blocked=NOT_BLOCKED	REACTION_PROPOSALS.tsv	Hard chemistry/evidence conflict or protected reaction integrity issue.	NOT_PROTECTED	GPR; direction; transport; phenotype; QC	No patch applied; final impact must be recomputed from immutable parent	P1	YES					1	REACTION_PROPOSALS.tsv
HBREV-0051	REAC-9617C38449	REACTION	REACTION_GROUP	PFK	PRESENT	REVIEW_RETENTION_OR_CHEMISTRY	REVIEW_REACTION	MIXED	HARD_CONFLICT; HARD_CONFLICT; blocked=NOT_BLOCKED	REACTION_PROPOSALS.tsv	Hard chemistry/evidence conflict or protected reaction integrity issue.	NOT_PROTECTED	GPR; direction; transport; phenotype; QC	No patch applied; final impact must be recomputed from immutable parent	P1	YES					1	REACTION_PROPOSALS.tsv
HBREV-0052	REAC-A35C161C26	REACTION	REACTION_GROUP	AHSERL2	PRESENT	REVIEW_RETENTION_OR_CHEMISTRY	REVIEW_REACTION	MIXED	HARD_CONFLICT; HARD_CONFLICT; blocked=NOT_BLOCKED	REACTION_PROPOSALS.tsv	Hard chemistry/evidence conflict or protected reaction integrity issue.	NOT_PROTECTED	GPR; direction; transport; phenotype; QC	No patch applied; final impact must be recomputed from immutable parent	P1	YES					1	REACTION_PROPOSALS.tsv
HBREV-0053	REAC-A7F75405B4	REACTION	REACTION_GROUP	RHACOAR100;RHACOAR140;RHACOAR60;RHACOAR80	PRESENT;PRESENT;PRESENT;...(+1)	REVIEW_RETENTION_OR_CHEMISTRY	REVIEW_REACTION	MIXED	HARD_CONFLICT; HARD_CONFLICT; blocked=UNKNOWN;HARD_CONFLICT; HARD_CONFLICT; blocked=NOT_BLOCKED;HARD_CONFLICT; HARD_CONFLICT; blocked=NOT_BLOCKED;HARD_CONFLICT; HARD_CONFLICT; blocked=UNKNOWN	REACTION_PROPOSALS.tsv	Hard chemistry/evidence conflict or protected reaction integrity issue.	NOT_PROTECTED	GPR; direction; transport; phenotype; QC	No patch applied; final impact must be recomputed from immutable parent	P1	YES					4	REACTION_PROPOSALS.tsv
HBREV-0054	REAC-AECFE7DEFD	REACTION	REACTION_GROUP	FACOAE100;FACOAE120;FACOAE140;FACOAE180	PRESENT;PRESENT;PRESENT;...(+1)	REVIEW_RETENTION_OR_CHEMISTRY	REVIEW_REACTION	MIXED	HARD_CONFLICT; HARD_CONFLICT; blocked=NOT_BLOCKED;HARD_CONFLICT; HARD_CONFLICT; blocked=NOT_BLOCKED;HARD_CONFLICT; HARD_CONFLICT; blocked=NOT_BLOCKED;HARD_CONFLICT; HARD_CONFLICT; blocked=NOT_BLOCKED	REACTION_PROPOSALS.tsv	Hard chemistry/evidence conflict or protected reaction integrity issue.	NOT_PROTECTED	GPR; direction; transport; phenotype; QC	No patch applied; final impact must be recomputed from immutable parent	P1	YES					4	REACTION_PROPOSALS.tsv
HBREV-0055	REAC-B1D062EB0F	REACTION	REACTION_GROUP	KAT1	PRESENT	REVIEW_RETENTION_OR_CHEMISTRY	REVIEW_REACTION	MIXED	HARD_CONFLICT; HARD_CONFLICT; blocked=NOT_BLOCKED	REACTION_PROPOSALS.tsv	Hard chemistry/evidence conflict or protected reaction integrity issue.	NOT_PROTECTED	GPR; direction; transport; phenotype; QC	No patch applied; final impact must be recomputed from immutable parent	P1	YES					1	REACTION_PROPOSALS.tsv
HBREV-0056	REAC-BAC9401345	REACTION	REACTION_GROUP	GLYCTO1	PRESENT	REVIEW_RETENTION_OR_CHEMISTRY	REVIEW_REACTION	MIXED	HARD_CONFLICT; HARD_CONFLICT; blocked=NOT_BLOCKED	REACTION_PROPOSALS.tsv	Hard chemistry/evidence conflict or protected reaction integrity issue.	NOT_PROTECTED	GPR; direction; transport; phenotype; QC	No patch applied; final impact must be recomputed from immutable parent	P1	YES					1	REACTION_PROPOSALS.tsv
HBREV-0057	REAC-C77FD4D3B3	REACTION	REACTION_GROUP	LSERDHr	PRESENT	REVIEW_RETENTION_OR_CHEMISTRY	REVIEW_REACTION	MIXED	HARD_CONFLICT; HARD_CONFLICT; blocked=UNKNOWN	REACTION_PROPOSALS.tsv	Hard chemistry/evidence conflict or protected reaction integrity issue.	NOT_PROTECTED	GPR; direction; transport; phenotype; QC	No patch applied; final impact must be recomputed from immutable parent	P1	YES					1	REACTION_PROPOSALS.tsv
HBREV-0058	TRAN-0FFE3FF19A	TRANSPORT	REACTION_GROUP	NAt3_1	gene=EHJ91246.1 or EHJ92409.1 or EHJ92410.1 or EHJ92411.1 or EHJ92412.1 or EHJ92413.1 or EHJ92414.1 or EHJ93970.1 or EHJ94705.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=na1; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0059	TRAN-1372C70CE7	TRANSPORT	REACTION_GROUP	GLUt2rpp	gene=EHJ94382.1 or EHJ94383.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=glu__L; specificity=STEREOSPECIFICITY_UNRESOLVED; direction_review=YES; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0060	TRAN-1C43A580DF	TRANSPORT	REACTION_GROUP	GLYBt2r	gene=EHJ92968.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=glyb; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0061	TRAN-21140CB688	TRANSPORT	REACTION_GROUP	BUTt2rpp	gene=EHJ92902.1 or EHJ92981.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=but; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0062	TRAN-2265D38A5F	TRANSPORT	REACTION_GROUP	LYSt3r	gene=EHJ91510.1 or EHJ92053.1 or EHJ93410.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=lys__L; specificity=STEREOSPECIFICITY_UNRESOLVED; direction_review=YES; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0063	TRAN-2B64AF2DAB	TRANSPORT	REACTION_GROUP	ACt2rpp	gene=EHJ92902.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=ac; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0064	TRAN-2E5D413A0A	TRANSPORT	REACTION_GROUP	ARGt2r	gene=EHJ94710.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=arg__L; specificity=STEREOSPECIFICITY_UNRESOLVED; direction_review=YES; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0065	TRAN-32FE75E3D4	TRANSPORT	REACTION_GROUP	GALURt2rpp	gene=EHJ92856.1 or EHJ93393.1 or EHJ93395.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=galur; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0066	TRAN-35C1248DA7	TRANSPORT	REACTION_GROUP	CLt3_2pp	gene=EHJ94268_1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=cl; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0067	TRAN-3F2C8F46AC	TRANSPORT	REACTION_GROUP	MALt3r	gene=EHJ92708.1 or EHJ93386.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=mal__L; specificity=STEREOSPECIFICITY_UNRESOLVED; direction_review=YES; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0068	TRAN-4EF0E68538	TRANSPORT	REACTION_GROUP	ACACt2pp	gene=EHJ92981.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=acac; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0069	TRAN-51B9426014	TRANSPORT	REACTION_GROUP	CYTBD2pp	gene=EHJ91884_1 and EHJ91885_1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=mql8; specificity=CHAIN_LENGTH_UNRESOLVED; direction_review=YES; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0070	TRAN-57C065F008	TRANSPORT	REACTION_GROUP	HEXt2rpp	gene=EHJ92981_1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=hxa; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0071	TRAN-5FBDD4E0C1	TRANSPORT	REACTION_GROUP	ALLTNt2r	gene=EHJ92868.1 or EHJ92869.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=alltn; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0072	TRAN-70D80F9CAC	TRANSPORT	REACTION_GROUP	PTRCabcpp	gene=EHJ92256.1 or EHJ92365.1 or EHJ92366.1 or EHJ92367.1 or EHJ92368.1 or EHJ93000.1 or EHJ94819.1 or EHJ94855.1 or EHJ94858.1; mechanism=ATP_COUPLED	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=ptrc; specificity=STEREOSPECIFICITY_UNRESOLVED; direction_review=NO; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0073	TRAN-876537476B	TRANSPORT	REACTION_GROUP	GLCURt2rpp	gene=EHJ92856.1 or EHJ93393.1 or EHJ93395.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=glcur; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0074	TRAN-8D7D0C6596	TRANSPORT	REACTION_GROUP	NO3R1pp;NO3R2pp	gene=EHJ93371_1 or ([UNRESOLVED:Csal_1330] and [UNRESOLVED:Csal_1331] and EHJ91680_1 and [UNRESOLVED:Csal_1333]); mechanism=ION_COUPLED_OR_PASSIVE;gene=EHJ93371_1 or ([UNRESOLVED:Csal_1330] and [UNRESOLVED:Csal_1331] and EHJ91680_1 and [UNRESOLVED:Csal_1333]); mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=no3;q8h2; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED;substrate=mql8;no3; specificity=CHAIN_LENGTH_UNRESOLVED; direction_review=YES; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					2	TRANSPORT_PROPOSALS.tsv
HBREV-0075	TRAN-98F372EF61	TRANSPORT	REACTION_GROUP	PYRt2rpp	gene=EHJ92902.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=pyr; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0076	TRAN-A1F3D7484C	TRANSPORT	REACTION_GROUP	NO3R2	gene=EHJ93371.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=mql8;no3; specificity=CHAIN_LENGTH_UNRESOLVED; direction_review=YES; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0077	TRAN-E17DECB89A	TRANSPORT	REACTION_GROUP	Kt3r	gene=EHJ91246.1 or EHJ92409.1 or EHJ92411.1 or EHJ92412.1 or EHJ92413.1 or EHJ92414.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=k; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0078	TRAN-E710EF6FD7	TRANSPORT	REACTION_GROUP	PTRCabc	gene=EHJ92256.1 or EHJ92367.1 or EHJ93000.1 or EHJ94819.1 or EHJ94858.1; mechanism=ATP_COUPLED	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=ptrc; specificity=STEREOSPECIFICITY_UNRESOLVED; direction_review=NO; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0079	TRAN-F7BA5BC2B3	TRANSPORT	REACTION_GROUP	ADEt2rpp	gene=EHJ91926.1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=ade; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0080	TRAN-F9D7D7D386	TRANSPORT	REACTION_GROUP	INDOLEt2pp	gene=EHJ93204_1; mechanism=ION_COUPLED_OR_PASSIVE	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=indole; specificity=FAMILY_LEVEL_ONLY; direction_review=YES; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0081	TRAN-FD05A3B158	TRANSPORT	REACTION_GROUP	ZNabc	gene=EHJ91577.1 or EHJ92218.1 or EHJ93920.1; mechanism=ATP_COUPLED	REVIEW_TRANSPORT_ASSIGNMENT	REVIEW_TRANSPORT	MIXED	substrate=zn2; specificity=FAMILY_LEVEL_ONLY; direction_review=NO; phenotype=NOT_TESTED	TRANSPORT_PROPOSALS.tsv	Transport substrate specificity, coupling or direction cannot be inferred safely from generic family evidence.	NOT_PROTECTED	exchange connectivity; carbon phenotype; direction; GPR	Potential growth/phenotype effect; no transporter patch applied	P1	YES					1	TRANSPORT_PROPOSALS.tsv
HBREV-0082	GPR-238D2944E3	GPR	REACTION_GROUP	FRD3	(EHJ94724_1 and EHJ94725_1 and EHJ94727_1) or (EHJ94724_1 and EHJ94725_1 and EHJ94726_1 and EHJ94727_1)	EHJ93185_1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; STEREOSPECIFICITY_UNRESOLVED; EC=CONFLICT; UniProt=; RBH=	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					1	GPR_PROPOSALS.tsv
HBREV-0083	GPR-23BDD58908	GPR	REACTION_GROUP	ACACT3r;ACACT5r	EHJ92212_1 or EHJ93969_1;EHJ92212_1 or EHJ93969_1	EHJ92212_1;EHJ92212_1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; CHAIN_LENGTH_UNRESOLVED; EC=CONFLICT; UniProt=; RBH=;GPR_CONFLICT; CHAIN_LENGTH_UNRESOLVED; EC=CONFLICT; UniProt=; RBH=	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					2	GPR_PROPOSALS.tsv
HBREV-0084	GPR-2BF6971400	GPR	REACTION_GROUP	KAS13;KAS2	EHJ93844_1;EHJ93844_1	EHJ93844.1;EHJ93844.1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; FAMILY_LEVEL_ONLY; EC=1.1.1.36; UniProt=A0A265E275; RBH=MBB3332021.1;GPR_CONFLICT; FAMILY_LEVEL_ONLY; EC=1.1.1.36; UniProt=A0A265E275; RBH=MBB3332021.1	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					2	GPR_PROPOSALS.tsv
HBREV-0085	GPR-2E0BAC00AB	GPR	REACTION_GROUP	ZNabc	EHJ91577_1 or EHJ92218_1 or EHJ93920_1	EHJ91577.1 or EHJ92218.1 or EHJ93920.1	REVIEW_GPR	GPR_CONFLICT	GPR_CONFLICT; FAMILY_LEVEL_ONLY; EC=NO_GENE_EC; UniProt=A0A265DTP5;A0A265DZD5;A0A265E0M4; RBH=MBB3329359.1;MBB3331767.1	GPR_PROPOSALS.tsv	Changed GPR is conflict/clear/protected and therefore requires centralized adjudication.	NOT_PROTECTED	reaction retention; phenotype; downstream gene statistics	GPR-only change; stoichiometry unchanged; phenotype regression required after finalize	P2	NO					1	GPR_PROPOSALS.tsv
