reaction_id	equation	subsystem	original_gpr	candidate_genes	ec	ko	uniprot_support	rbh_support	reference_support	pathway_support	direction_support	transport_support	gapfill_status	evidence_class	conflict_flag	proposed_action	reason
ACPPAT120	ddcaACP_c + h_c + pi_c --> ACP_c + ddcap_c		EHJ91387_1	EHJ91400_1	2.3.1.274			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
ACPPAT141	h_c + pi_c + tdeACP_c --> ACP_c + ttdceap_c		EHJ91387_1	EHJ91400_1	2.3.1.274			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
ACPPAT161	h_c + hdeACP_c + pi_c --> ACP_c + hdceap_c		EHJ91387_1	EHJ91400_1	2.3.1.274			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
ACS	ac_c + atp_c + coa_c --> accoa_c + amp_c + ppi_c		EHJ92232_1 or EHJ92906_1 or EHJ94566_1	EHJ92906_1	6.2.1.1			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
ACS2	atp_c + coa_c + ppa_c --> amp_c + ppcoa_c + ppi_c		EHJ91807_1	EHJ92906_1	6.2.1.17			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
ACSERHS	acser_c + trdrd_c + tsul_c --> ac_c + cys__L_c + h_c + so3_c + trdox_c		EHJ92483_1		2.5.1.47						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ACSERL	acser_c + seln_c --> ac_c + selcys_c		EHJ91437_1		2.5.1.47						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ACSERtex	acser_e <=> acser_p			[UNRESOLVED:Csal_2569]				NO	NO_MAPPING		AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
ACSERtpp	acser_c --> acser_p		EHJ92108_1 or EHJ92858_1 or EHJ92984_1 or EHJ93469_1	EHJ92984_1				YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	REVIEW		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
ACSPHAC121d6	R_3hdd6e_c + atp_c + coa_c --> R_3hdd6coa_c + amp_c + ppi_c		EHJ92219_1 or EHJ92294_1		6.2.1.3						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ACSPHAC141d5	R_3htd5e_c + atp_c + coa_c --> R_3htd5coa_c + amp_c + ppi_c		EHJ92219_1 or EHJ92294_1		6.2.1.3						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ACSPHACT40	R_3h4atba_c + atp_c + coa_c --> R_3h4atbcoa_c + amp_c + ppi_c		EHJ92294_1		6.2.1.3						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ACSPHACT60	R_3h6atha_c + atp_c + coa_c --> R_3h6athcoa_c + amp_c + ppi_c		EHJ92294_1		6.2.1.3						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ACTD	actn__R_c + nad_c --> diact_c + h_c + nadh_c		EHJ93212_1 or EHJ94103_1		1.1.1.303;1.1.99.21						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ACTD2	actn__R_c + coa_c + nad_c --> acald_c + accoa_c + h_c + nadh_c										AUDIT_NOT_RUN_PHASE1	N/A		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
ACTD_1	diact_c + h_c + nadh_c --> actn__R_c + nad_c		EHJ93844_1		1.1.1.36;1.1.1.303						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ACTDa	actn__R_c + nadp_c --> diact_c + h_c + nadph_c		EHJ93212_1		1.1.99.21						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ACt2rpp	ac_p + h_p <=> ac_c + h_c		EHJ92902_1								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ACt4pp	ac_p + na1_p --> ac_c + na1_c		EHJ92902_1	EHJ92902_1 and EHJ94617_1				NO	COMPLETE_REVIEW		AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ACtex	ac_e <=> ac_p		EHJ91165_1 or EHJ91859_1 or EHJ94255_1	[UNRESOLVED:Csal_2569]				NO	NO_MAPPING		AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ADA	adn_c + h2o_c + h_c --> ins_c + nh4_c		EHJ92937_1 or EHJ93037_1	[UNRESOLVED:Csal_1983]	3.5.4.4			NO	CONFLICT		AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ADCL	4adcho_c --> 4abz_c + h_c + pyr_c		EHJ91392_1	EHJ91392_1	4.1.3.38			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
ADCPS1	adcobhex_c + appl_c + atp_c --> adocbi_c + adp_c + h_c + pi_c				6.3.1.10						AUDIT_NOT_RUN_PHASE1	N/A		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
ADCPS2	adcobhex_c + applp_c + atp_c --> adocbip_c + adp_c + h_c + pi_c				6.3.1.10						AUDIT_NOT_RUN_PHASE1	N/A		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
ADCS	chor_c + gln__L_c --> 4adcho_c + glu__L_c		EHJ91445_1 or EHJ92325_1 or (EHJ92325_1 and EHJ92335_1)	[UNRESOLVED:Csal_2692] or EHJ92325_1	2.6.1.85;4.1.3.27			NO	PARTIAL		AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ADD	ade_c + h2o_c + h_c --> hxan_c + nh4_c		EHJ91880_1		3.5.4.2						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ADEt2rpp	ade_p + h_p <=> ade_c + h_c		EHJ91926_1								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ADEtex	ade_e <=> ade_p			[UNRESOLVED:Csal_2569]				NO	NO_MAPPING		AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
ADK1	amp_c + atp_c <=> 2.0 adp_c		EHJ91513_1 or EHJ92912_1	EHJ92912_1	2.7.4.3			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
ADK3	amp_c + gtp_c <=> adp_c + gdp_c		EHJ92912_1	EHJ92912_1	2.7.4.10;2.7.4.4;2.7.4.3			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
ADK4	amp_c + itp_c <=> adp_c + idp_c		EHJ92912_1	EHJ92912_1	2.7.4.3			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
ADKd	damp_c + datp_c <=> 2.0 dadp_c				2.7.4.3						AUDIT_NOT_RUN_PHASE1	N/A		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
ADMDC	amet_c + h_c --> ametam_c + co2_c		EHJ92749_1	EHJ92749_1	4.1.1.50			NO	COMPLETE_REVIEW		AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ADNCYC	atp_c --> camp_c + ppi_c		EHJ92905_1 or EHJ93712_1		4.6.1.1						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ADNK1	adn_c + atp_c --> adp_c + amp_c + h_c		EHJ92912_1	EHJ92912_1	2.7.1.20;2.7.1.74;2.7.4.3			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
ADNt2	adn_e + h_e --> adn_c + h_c		EHJ93318_1								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ADNtex	adn_e <=> adn_p										AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
ADOCBIAH	adocbi_c + h2o_c --> adcobhex_c + appl_c				3.5.1.90						AUDIT_NOT_RUN_PHASE1	N/A		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
ADOCBIK	adocbi_c + atp_c --> adocbip_c + adp_c + h_c		EHJ92113_1 or EHJ92116_1		2.7.1.156;2.7.7.62						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ADPRDP	adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c		EHJ91129_1 or EHJ91222_1 or EHJ94735_1	EHJ91222_1	3.6.1.13			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
ADPT	ade_c + prpp_c --> amp_c + ppi_c		EHJ91925_1	EHJ91925_1	2.4.2.7;2.4.2.8			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
ADSELK	adsel_c + atp_c --> 3padsel_c + adp_c + h_c		EHJ91225_1 and EHJ91226_1		2.7.1.25;2.7.7.4						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ADSELR	3padsel_c + trdrd_c --> 2.0 h_c + pap_c + slnt_c + trdox_c		EHJ91114_1 or EHJ92327_1 or EHJ93847_1								AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ADSK	aps_c + atp_c --> adp_c + h_c + paps_c		EHJ91226_1 or (EHJ91225_1 and EHJ91226_1)	[UNRESOLVED:Csal_1687]	2.7.1.25;2.7.7.4			NO	NO_MAPPING		AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ADSL1r	dcamp_c <=> amp_c + fum_c		EHJ93140_1	EHJ93140_1	4.3.2.2			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
ADSL2r	25aics_c <=> aicar_c + fum_c		EHJ93140_1	EHJ93140_1	4.3.2.2			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
ADSS	asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c		EHJ91283_1	EHJ91283_1	6.3.4.4			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
AEPTA	2ameph_c + pyr_c <=> ala__L_c + h_c + pald_c		EHJ94631_1		2.6.1.37						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
AEPtex	2ameph_e <=> 2ameph_p										AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
AGDC	acgam6p_c + h2o_c --> ac_c + gam6p_c		EHJ91652_1		3.5.1.25;3.4.19.-						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
AGM3PA	anhgm3p_c + h2o_c --> LalaDgluMdap_c + anhgm_c		EHJ92915_1	EHJ92915_1				YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
AGM3PApp	anhgm3p_p + h2o_p --> LalaDgluMdap_p + anhgm_p		EHJ91274_1	EHJ91274_1	3.5.1.28			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
AGM3PH	anhgm3p_c + h2o_c --> acgam_c + anhm3p_c		EHJ91911_1	EHJ91911_1	3.2.1.52			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
AGM3Pt2pp	anhgm3p_p + h_p --> anhgm3p_c + h_c		EHJ91517_1	EHJ91517_1				YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	REVIEW		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
AGM4PA	anhgm4p_c + h2o_c --> LalaDgluMdapDala_c + anhgm_c		EHJ92915_1	EHJ92915_1				YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
AGM4PApp	anhgm4p_p + h2o_p --> LalaDgluMdapDala_p + anhgm_p		EHJ91274_1	EHJ91274_1	3.5.1.28			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
AGM4PCPpp	anhgm4p_p + h2o_p --> ala__D_p + anhgm3p_p										AUDIT_NOT_RUN_PHASE1	N/A		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
AGM4PH	anhgm4p_c + h2o_c --> acgam_c + anhm4p_c		EHJ91911_1	EHJ91911_1	3.2.1.52			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
AGM4Pt2pp	anhgm4p_p + h_p --> anhgm4p_c + h_c		EHJ91517_1	EHJ91517_1				YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	REVIEW		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
AGMDA	agm_c + h2o_c --> Ncbmpts_c + nh4_c				3.5.3.12						AUDIT_NOT_RUN_PHASE1	N/A		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
AGMH	anhgm_c + h2o_c --> acgam_c + anhm_c		EHJ91911_1	EHJ91911_1	3.2.1.52			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
AGMt2pp	anhgm_p + h_p --> anhgm_c + h_c		EHJ91517_1	EHJ91517_1				YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	REVIEW		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
AGMtex	agm_e <=> agm_p										AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
AGPAT120	1ddecg3p_c + ddcaACP_c --> ACP_c + pa120_c		EHJ94111_1	EHJ94111_1	2.3.1.51			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
AGPAT141	1tdec7eg3p_c + tdeACP_c --> ACP_c + pa141_c		EHJ94111_1	EHJ94111_1	2.3.1.51			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
AGPAT161	1hdec9eg3p_c + hdeACP_c --> ACP_c + pa161_c		EHJ94111_1	EHJ94111_1	2.3.1.51			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
AGPOP	dgdp_c + h_c + pep_c --> dgtp_c + pyr_c		EHJ92146_1		2.7.1.40						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
AGPR	acg5sa_c + nadp_c + pi_c <=> acg5p_c + h_c + nadph_c		EHJ94269_1	[UNRESOLVED:Csal_2714]	1.2.1.38			NO	NO_MAPPING		AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
AHCYSNS	ahcys_c + h2o_c --> ade_c + rhcys_c		EHJ91707_1	EHJ91707_1	3.2.2.9			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
AHMMPS_1	air_c + h2o_c --> 4ahmmp_c + gcald_c + 0.5 o2_c + pi_c		EHJ94297_1		2.7.1.180						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
AHSERL2	achms_c + h2s_c --> ac_c + h_c + hcys__L_c		EHJ91951_1 or EHJ94589_1	EHJ93185_1	2.5.1.49;2.5.1.-			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
AHSERL4	acser_c + trdrd_c + tsul_c --> ac_c + cys__L_c + h_c + so3_c + trdox_c		EHJ91437_1 or EHJ92483_1		2.5.1.47;2.5.1.49;4.2.99.8						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
AI2tex	mththf_e <=> mththf_p										AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
AI2tpp	mththf_c --> mththf_p		EHJ92328_1								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
AICART	10fthf_c + aicar_c <=> fprica_c + thf_c		EHJ91597_1	EHJ91597_1	2.1.2.3;3.5.4.10			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
AIRC1	air_c + atp_c + co2_c + h2o_c --> 5aizc_c + adp_c + 2.0 h_c + pi_c		EHJ92468_1 or (EHJ92467_1 and EHJ92468_1)		5.4.99.18;6.3.4.18						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
AIRC2	air_c + atp_c + hco3_c --> 5caiz_c + adp_c + h_c + pi_c		EHJ92467_1	EHJ92467_1	6.3.4.18			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
AIRC3	5aizc_c <=> 5caiz_c		EHJ92468_1	EHJ92468_1	5.4.99.18			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
AKGDH	akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c		EHJ93182_1 or EHJ93750_1 or (EHJ93181_1 and EHJ93182_1 and EHJ93183_1)		1.2.1.52;1.2.4.2;1.8.1.4;2.3.1.61						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
AKGDa	akg_c + h_c + lpam_c --> co2_c + sdhlam_c		EHJ93183_1		1.2.4.2						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
AKGDb	coa_c + sdhlam_c --> dhlam_c + succoa_c		EHJ93182_1		2.3.1.61						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
AKGt2r	akg_e + h_e <=> akg_c + h_c										AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
ALAALAD	alaala_c + h2o_c --> 2.0 ala__D_c				3.4.13.22						AUDIT_NOT_RUN_PHASE1	N/A		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
ALAALAabcpp	alaala_p + atp_c + h2o_c --> adp_c + alaala_c + h_c + pi_c		EHJ93724_1 or (EHJ92037_1 and EHJ93725_1) or (EHJ92495_1 and EHJ93724_1) or (EHJ92036_1 and EHJ92037_1 and EHJ93626_1 and EHJ93627_1) or (EHJ92037_1 and EHJ92038_1 and EHJ93626_1 and EHJ93627_1) or (EHJ92037_1 and EHJ92038_1 and EHJ93627_1 and EHJ93628_1) or (EHJ92037_1 and EHJ93626_1 and EHJ93627_1 and EHJ93725_1) or (EHJ92037_1 and EHJ92038_1 and EHJ93626_1 and EHJ93627_1 and EHJ93628_1)								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ALAALAr	2.0 ala__D_c + atp_c <=> adp_c + alaala_c + h_c + pi_c		EHJ91357_1 or EHJ91358_1	EHJ91357_1	6.3.2.4			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
ALAALAtex	alaala_e <=> alaala_p			[UNRESOLVED:Csal_2569]				NO	NO_MAPPING		AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
ALAD_L	ala__L_c + h2o_c + nad_c --> h_c + nadh_c + nh4_c + pyr_c		EHJ93794_1	EHJ93794_1	1.4.1.1			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
ALAGLUabcpp	LalaLglu_p + atp_c + h2o_c --> LalaLglu_c + adp_c + h_c + pi_c		(EHJ92037_1 and EHJ92038_1 and EHJ93627_1 and EHJ93628_1) or (EHJ92037_1 and EHJ92038_1 and EHJ93626_1 and EHJ93627_1 and EHJ93628_1)								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ALAHISabcpp	alahis_p + atp_c + h2o_c --> adp_c + alahis_c + h_c + pi_c		(EHJ92037_1 and EHJ92038_1 and EHJ93627_1 and EHJ93628_1) or (EHJ92037_1 and EHJ92038_1 and EHJ93626_1 and EHJ93627_1 and EHJ93628_1)								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ALAHIStex	alahis_e <=> alahis_p										AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
ALALEUabcpp	alaleu_p + atp_c + h2o_c --> adp_c + alaleu_c + h_c + pi_c		(EHJ92037_1 and EHJ92038_1 and EHJ93627_1 and EHJ93628_1) or (EHJ92037_1 and EHJ92038_1 and EHJ93626_1 and EHJ93627_1 and EHJ93628_1)								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ALALEUtex	alaleu_e <=> alaleu_p										AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
ALAR	ala__L_c <=> ala__D_c		EHJ92752_1 or EHJ93865_1	EHJ92752_1	5.1.1.1			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
ALATA_D	akg_c + ala__D_c <=> glu__D_c + pyr_c				2.6.1.21						AUDIT_NOT_RUN_PHASE1	N/A		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
ALATA_D2	ala__D_c + pydx5p_c --> pyam5p_c + pyr_c		EHJ93086_1 or EHJ93409_1 or (EHJ93086_1 and EHJ93409_1)		2.1.2.1						AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ALATA_L	akg_c + ala__L_c <=> glu__L_c + pyr_c		EHJ93113_1 or EHJ93872_1	EHJ93113_1	2.6.1.2			YES	COMPLETE_HIGH		AUDIT_NOT_RUN_PHASE1	N/A		HIGH	NO	AUTO_KEEP	Phase-1 ingestion; no biological decision applied
ALATA_L2	ala__L_c + pydx5p_c --> pyam5p_c + pyr_c		EHJ93086_1 or EHJ93409_1 or (EHJ93086_1 and EHJ93409_1)	EHJ92440_1	2.1.2.1			NO	COMPLETE_REVIEW		AUDIT_NOT_RUN_PHASE1	N/A		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ALATHRabcpp	alathr_p + atp_c + h2o_c --> adp_c + alathr_c + h_c + pi_c		(EHJ92037_1 and EHJ92038_1 and EHJ93627_1 and EHJ93628_1) or (EHJ92037_1 and EHJ92038_1 and EHJ93626_1 and EHJ93627_1 and EHJ93628_1)								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ALATHRtex	alathr_e <=> alathr_p										AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
ALATRPabcpp	alatrp_p + atp_c + h2o_c --> adp_c + alatrp_c + h_c + pi_c		(EHJ92037_1 and EHJ92038_1 and EHJ93627_1 and EHJ93628_1) or (EHJ92037_1 and EHJ92038_1 and EHJ93626_1 and EHJ93627_1 and EHJ93628_1)								AUDIT_NOT_RUN_PHASE1	REVIEW		MEDIUM	NO	KEEP_FLAGGED	Phase-1 ingestion; no biological decision applied
ALATRPtex	alatrp_e <=> alatrp_p										AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
ALAabc	ala__L_e + atp_c + h2o_c --> adp_c + ala__L_c + h_c + pi_c										AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
ALAabcpp	ala__L_p + atp_c + h2o_c --> adp_c + ala__L_c + h_c + pi_c										AUDIT_NOT_RUN_PHASE1	REVIEW		LOW	NO	REVIEW	Phase-1 ingestion; no biological decision applied
